Random;ItemAVG;MMMF;WMF;HPF;IBPR;WBPR;SKM;NEUMF;VAECF
0.000679237278011764;0.000399172700297031;0.0308404924303387;0.0375488968069761;0.0402517479985937;0.012994986748493;0.0549091122749564;0.0374395324005876;0.039059829954208;0.0459526521349596
0.000490704957243707;0.000184293509420018;0.0337045694044719;0.1452381925918;0.0622242880095327;0.0121865646401214;0.102090905709629;0.0675894745623423;0.0546718150290061;0.0825608381097945
0;0;0;0;0;0;0;0;0;0
0.000277538874821743;0.000217610077059599;0.025230861965837;0.188758034503059;0.0530245532948529;0.0111262351319479;0.0865833771376972;0.0580505906289924;0.0421072421077654;0.0727302268579078
0.000593551197992551;0.000229616990582276;0.0361053510047884;0.129037084814916;0.0637782968131503;0.0130240108590918;0.103899971766632;0.0682656860134623;0.0571166763366193;0.0835234846078582
0.000302042714512487;5.69244505027126e-05;0.0278167621711176;0.105969597867367;0.0476359883032428;0.00934686804986237;0.0744341789242988;0.0521564484488649;0.0436555270168859;0.0610735643096318
0;0;0;0;0;0;0;0;0;0
0.000224620775286058;0.0004069859419591;0.0231769942880579;0.198390658857246;0.0555551325576491;0.0101087873849249;0.0837839890708415;0.0572086855686267;0.0434221061745638;0.0713287770051951
0.000560715909167729;0.000189459247480541;0.0361934539961063;0.130654594216298;0.0627658384419003;0.0130553458500047;0.103514755017791;0.0678768728218638;0.0562073450360976;0.0832540635709608
0.00043848156977307;0.000118223625233886;0.0249813838602656;0.101971656326566;0.0468790144067296;0.00913123743554373;0.0711495521052792;0.0506516250785534;0.0423670481443722;0.0584633257877526
0;0;0;0;0;0;0;0;0;0
7.98797242386152e-05;0.000177598001421831;0.0188939168751173;0.193565159122066;0.0432178695763748;0.00811285502185223;0.068345294835372;0.0491224679970781;0.0322181701162618;0.0557180607187239
0.000574301844370471;0.000211255371570172;0.0364509735832044;0.127892102995848;0.0640426863481917;0.013112052127581;0.104397392754255;0.0682032494047636;0.0574426854269521;0.0847973957266354
0.000654657784010594;0.00020195874145397;0.0328598337394009;0.100926767793139;0.0564468828501275;0.012216784622249;0.0908112880114782;0.0619659887875805;0.0528037186441065;0.071694712776248
0;0;0;0;0;0;0;0;0;0
0.000770586215274722;0.000320298493507508;0.0337717948321098;0.119993691555138;0.0591380020201491;0.0124008839836322;0.0971769267945078;0.0652612231584683;0.0550996778264545;0.0764485149011967
0.000550334334074527;0.000212374578559318;0.0363686750851049;0.129679834991618;0.0642703193593353;0.0132099920573491;0.104483668963353;0.0684238580542296;0.0575584013256613;0.0849088457918299
7.19309121224429e-05;8.19423699726712e-05;0.0146796363495208;0.176838803263343;0.0344228372870641;0.00622692820536283;0.0538101407752577;0.0405650046431634;0.0241268052712834;0.043572364433056
0;0;0;0;0;0;0;0;0;0
5.6530852744778e-05;0.000170195640151725;0.0182653400646408;0.195161375661681;0.0420010053688751;0.00807709366818977;0.066055542678015;0.0482362288396753;0.0303916195999782;0.0539248643646772
0.00057375558047177;0.000209626194795146;0.0363758656246164;0.127518914754497;0.063811124297238;0.0130255925678067;0.1040750854595;0.0679495159808167;0.0573268633244862;0.0845630822522756
0.000615990627229274;0.00021828851192163;0.0309683440652487;0.109896139551013;0.0555884362327759;0.0120044944763695;0.0889261076981226;0.0612609309495089;0.0514402010741946;0.0696923543182198
