Random;ItemAVG;MMMF;WMF;HPF;IBPR;WBPR;SKM;NEUMF;VAECF
0.00847266288873759;0.00591386036450608;0.335532404858199;0.316542381693548;0.415837419411855;0.154600478679228;0.565568402289284;0.401682824232917;0.41358735733167;0.483873418102178
0.0013686180915304;0.000593472757971165;0.0882010052459577;0.33577270200706;0.154570620128433;0.0354984640775329;0.253883808037002;0.173293764920621;0.138659456055978;0.201980312196573
0;0;0;0;0;0;0;0;0;0
0.00102781721959437;0.000806672746099882;0.0568966971066597;0.449715265445854;0.116074179805341;0.0269006091013466;0.185727370932021;0.134854590427204;0.0956063864907043;0.152496770529874
0.00223855090230686;0.00131353207000205;0.12405923609932;0.314240743481425;0.196744617618938;0.0518077554967068;0.309657652976716;0.210587045185863;0.182281810480949;0.248618397352765
0.00222266914878011;0.000331623540708392;0.108985353380799;0.312755094108224;0.158898805781025;0.0435467196050786;0.253770731051581;0.180082700258594;0.150246676351818;0.209280642079157
0;0;0;0;0;0;0;0;0;0
0.000633969459247419;0.00133385188852849;0.0501824347444617;0.475085310834832;0.119658383432265;0.0245544371757736;0.174529500080431;0.131203908387291;0.0940395464877253;0.148559387243223
0.00225365549798618;0.0011687293945394;0.122917092324873;0.316613827191357;0.192238883095358;0.0510377322392672;0.305635369163023;0.207747675703222;0.178647854925626;0.24510032066781
0.00212487170565022;0.000522741274994574;0.100770881501019;0.314358576470201;0.156455065746388;0.0423449861435821;0.246953852098491;0.175816175574058;0.145741750907865;0.20260436827523
0;0;0;0;0;0;0;0;0;0
0.000294860258175813;0.000574163179285603;0.0378620445252304;0.520749571452943;0.0895352862849948;0.0191909005110165;0.136874492896152;0.110885099058923;0.067522194634349;0.109986896971121
0.00216924344036307;0.00121433788504041;0.121551080089527;0.303854665111739;0.192778102201225;0.0508482718699432;0.306183567815077;0.207327567446148;0.178517377585188;0.247245507363448
0.00372182780570417;0.00114284553724406;0.150950202527731;0.281588526948581;0.216968592194117;0.0596767064975886;0.336760670350945;0.231147635462855;0.21034761757165;0.271828239922045
0;0;0;0;0;0;0;0;0;0
0.00302173584426636;0.00157780753252336;0.134358889906545;0.289055615324533;0.198025847740728;0.0543702197679411;0.315634639827873;0.214596274650416;0.190198507944462;0.251722528604165
0.00227145906054608;0.00117840713067807;0.123304929999165;0.299569795183463;0.19447712631548;0.051148914876874;0.308189788843168;0.208308118874556;0.180657904690304;0.249342267055556
7.00801672767854e-05;0.000367632955352152;0.0276504647822411;0.580407036082357;0.0764464144369569;0.0164959473674989;0.11175491289055;0.101925525498188;0.052459992085802;0.0886596371047826
0;0;0;0;0;0;0;0;0;0
0.000124598343678667;0.00049920063124013;0.034376920677029;0.543947839242855;0.0858534326495704;0.0186073750828016;0.129537272583645;0.108147617446003;0.0615434618208074;0.103535884672542
0.00229114595322437;0.00120361957204762;0.122858819973288;0.303752198546008;0.193950986211524;0.0510663581082073;0.307963517505317;0.208234418490925;0.18016163719735;0.249064326954022
0.00285848555708663;0.00121098220346843;0.134549075874034;0.285418131272149;0.198071011582503;0.0543915133470442;0.307673210670851;0.21411890211468;0.190368044000517;0.246006501337565
