Random;ItemAVG;MMMF;WMF;HPF;IBPR;WBPR;SKM;NEUMF;VAECF
0.999440699126092;0.999777777777778;0.978278401997503;0.632933832709114;0.926084893882647;0.93919975031211;0.937749063670412;0.910411985018727;0.934609238451935;0.905590511860175
0.998953925701842;0.999896426694129;0.977120447548244;0.628151299627759;0.921915156781338;0.939637627522281;0.937192922043785;0.913215320910968;0.93462414314678;0.903406666023016
0;0;0;0;0;0;0;0;0;0
0.999335158817087;0.999818181818182;0.976784227820373;0.625720335889011;0.9244852135816;0.940637458926616;0.937671047827675;0.914689302665207;0.935855056589997;0.907568090543995
0.998971141557728;0.999933190778435;0.97745503809;0.628022247131648;0.921408937406735;0.938526377415873;0.936669980651561;0.91188115348093;0.934131605063433;0.902124954484764
0.998724902607132;0.999716312056737;0.976470882029768;0.634735291179702;0.924235840575368;0.944073519128959;0.939758265907502;0.916793027669564;0.935788632504246;0.906728598541605
0;0;0;0;0;0;0;0;0;0
0.999074205953568;0.999747187010397;0.974398233869819;0.628852015382424;0.925915111807435;0.940075487822248;0.940980629539952;0.916575274177468;0.937954707306652;0.90646346674263
0.999012030663329;0.999925;0.977779474342926;0.627324389862328;0.921421151439295;0.938588688986229;0.93606393929912;0.911491864831035;0.933713454317894;0.902125938673338
0.998825676255904;0.999780485186776;0.976372906826965;0.635547981966509;0.924065049377415;0.945119686560756;0.940871618720481;0.918568591670245;0.93705077286389;0.909680120223272
0;0;0;0;0;0;0;0;0;0
0.999156626506024;0.999879518072289;0.976265060240964;0.62921686746988;0.923072289156627;0.937048192771085;0.937530120481929;0.912650602409639;0.93421686746988;0.901204819277109
0.998988181629691;0.999905605814245;0.977444845786453;0.628450443961864;0.921623579994977;0.939242227484528;0.936314007078651;0.912085820501904;0.934183153820688;0.903088799647883
0.998848133848134;0.999796378010664;0.977154807869094;0.628356775142489;0.924599191027763;0.944256756756757;0.941553594410738;0.917824508181652;0.937282129067844;0.90880584666299
0;0;0;0;0;0;0;0;0;0
0.998956676512914;0.999877300613497;0.977452094221011;0.627005983488601;0.920509353934713;0.942194955691889;0.93801370900553;0.914852684995835;0.93414375520715;0.906623494660305
0.999027957106904;0.999878506036401;0.977413083123607;0.627381059196849;0.92299325236167;0.939178265309841;0.937681894445049;0.913083196556877;0.935305285042124;0.90433493817704
0.998876786336703;0.999933774834437;0.976010369466713;0.63594762983618;0.920620860927153;0.938874172185431;0.934246253049844;0.910448762635065;0.931787643778321;0.896703119553852
0;0;0;0;0;0;0;0;0;0
0.999178011304833;0.99993670886076;0.975089960990368;0.632108112411432;0.923951914656477;0.937295597484277;0.937289228564605;0.912883528381499;0.934820078019266;0.901003502905821
0.999000601816391;0.99987846956268;0.977823248349562;0.627565251486304;0.921638198927669;0.939546376335846;0.936967465441147;0.91234564321406;0.934414633256736;0.903134752161065
0.998782867875225;0.999872203168382;0.976501714845664;0.629650906418422;0.923561571125266;0.942192960966847;0.938479095214764;0.916070961946759;0.935411562959334;0.908393761228157
