Random;ItemAVG;MMMF;WMF;HPF;IBPR;WBPR;SKM;NEUMF;VAECF
0.000655380248886999;0.000335496851290393;0.0210895340328636;0.516243740519541;0.0802376847286933;0.0730292646218173;0.0671639811632184;0.112141976819037;0.0675485489644134;0.101523973846575
0.000942539450631118;0.000103374960310197;0.0206325719244599;0.521323752465242;0.0843438815507639;0.0721503992481374;0.0666580710042873;0.11229935724266;0.068146041295831;0.103005287897917
0;0;0;0;0;0;0;0;0;0
0.000502769424310237;0.000235657935056507;0.0210631981051194;0.521723014005447;0.0824864053385004;0.0722182154079827;0.0678565580220484;0.111625631929213;0.0674922364987201;0.10009813193803
0.00097509542803365;8.17094151229182e-05;0.0204573205530723;0.520903002574653;0.0847408771901846;0.0732511277686309;0.0670521822520691;0.113478736874084;0.0685156880666978;0.1038054669733
0.0011041082810008;0.000212639779228008;0.0213527167625026;0.519881133798878;0.0818050448666869;0.0668136435595148;0.0634862524623653;0.106724961273372;0.0665620026044669;0.101218253899892
0;0;0;0;0;0;0;0;0;0
0.000724534308080278;0.000327351037653483;0.0237715853022341;0.521984415145735;0.0790747859433589;0.0753641661721284;0.0645312432737253;0.106188810471355;0.0644410453719948;0.0994965128228225
0.000908746430332911;8.35912730653763e-05;0.0201093219424989;0.52079185308534;0.0850082073434885;0.0728473539267611;0.0676091981670591;0.114641763304468;0.0690556969703784;0.104231630516397
0.00114485137186197;0.00017754143712454;0.0212905088918829;0.520571425314569;0.0823457759978413;0.0658581549726321;0.0632755956453141;0.103766563052227;0.0656491992505165;0.0979071965841346
0;0;0;0;0;0;0;0;0;0
0.000589021836608235;0.000183616169303039;0.0217820847391562;0.512922019898125;0.0824377214630277;0.0761434808584216;0.0679263455433431;0.112431274375097;0.0676553820583842;0.105923422258705
0.000964768498293151;0.000101517144923704;0.0203968044889824;0.521947020768295;0.0847462805280668;0.0722842217428117;0.0672067260751872;0.113780321493823;0.0689591073670567;0.103157588690715
0.00105568922643189;0.000164649410579799;0.0208021787469417;0.524597606812227;0.0819827762502579;0.0675486595321945;0.0627922564339343;0.104608873800409;0.0642489800753141;0.0980523453499451
0;0;0;0;0;0;0;0;0;0
0.000990327232506698;0.000192068126531586;0.0199257089757801;0.525771992163752;0.0860775270191357;0.0695824462526081;0.0657038461615924;0.10916556169775;0.068660994049955;0.0995426354769402
0.000907503101325347;0.000124127193272015;0.0205600077067022;0.52253566776765;0.0834366674389947;0.072663219601962;0.0662884573383508;0.112332036693051;0.0675757668918333;0.102478130780252
0.000892280955186744;4.46872698619108e-05;0.0220271451866333;0.507679923946983;0.0844912357854123;0.0729372012659659;0.0698007543659055;0.115414582879531;0.070039012276796;0.108432423927706
0;0;0;0;0;0;0;0;0;0
0.000557652584506791;4.2707454108535e-05;0.0229647187708468;0.511061457734024;0.0806590782920013;0.0757455489370441;0.0669119129864193;0.111591103046509;0.0664062375523835;0.104707021959103
0.000952642523629823;0.000143692666351416;0.0200274143554962;0.52228629442527;0.0847779207455018;0.0717830911291624;0.0668178534426471;0.113311982080502;0.0683622643210702;0.10330865020069
0.00112186605532236;0.000107803691687337;0.0214092959831183;0.524250565699913;0.0836535797203238;0.0707590532566321;0.0659353388114989;0.10810997761007;0.0685318554593031;0.0989773546776975
